{u'isTweet': False, u'conll': u'You . . \ncan . . \nfind . . \nour . . \nIcefog . . B_MALWARE\nAPT . . \nanalysis . . \nand . . \ndetailed . . \nreport . . \nhere . . \n. . . \n', u'malware': [u'icefog'], u'uniqMalware': [u'Macfog', u'Dagger Panda', u'Icefog'], u'docID': u'KjmiRO', u'numMalwareMentions': 20, u'created': u'2015-09-11T08:58:42.210698', u'numUniqueMalware': 3, u'sentence': u'You can find our Icefog APT analysis and detailed report here .', u'sentence_type': u'DanielMeningar', u'random': 0.9771767990628093, u'title': u'The Icefog APT Hits US Targets With Java Backdoor', u'_id': u'411f4897ad2b9016af88c1fc6355a550'}
{u'isTweet': False, u'conll': u'Taidoor . . B_MALWARE\nis . . \na . . \ncampaign . . \nwhich . . \nemployed . . \nmalicious . . \n. . . \n', u'malware': [u'taidoor'], u'uniqMalware': [u'Gh0st RAT', u'Ixeshe', u'Taidoor'], u'docID': u'ONzC0V', u'numMalwareMentions': 7, u'created': u'2015-09-11T09:12:04.450847', u'numUniqueMalware': 3, u'sentence': u'Taidoor is a campaign which employed malicious .', u'sentence_type': u'DanielMeningar', u'random': 0.22172613170862454, u'title': u'Messaging Application LINE Used as a Decoy for Targeted Attack', u'_id': u'c5168663431ac9fd5629780b2d06718c'}
{u'isTweet': False, u'conll': u'Microsoft . . \nof . . \nbeing . . \nthe . . \nman . . \nbehind . . \nthe . . \nKelihos . . B_MALWARE\n. . . \n', u'malware': [u'kelihos'], u'uniqMalware': [u'Waledac - Kelihos'], u'docID': u'JW6CFL', u'numMalwareMentions': 7, u'created': u'2015-09-11T09:13:41.455627', u'numUniqueMalware': 1, u'sentence': u'Microsoft of being the man behind the Kelihos botnet', u'sentence_type': u'DanielMeningar', u'random': 0.667375004490171, u'title': u'Microsoft settles with Sabelnikov over the Kelihos botnet', u'_id': u'bcdf755073e15c471916cf4b2f0a7eaf'}
{u'isTweet': u'', u'conll': u'Open . . \nStart . . \nmenu . . \nand . . \nclick . . \nControl . . \nPanel . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'Open Start menu and click Control Panel .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:16:52.915758', u'random': 0.6092337252759857, u'sentence_type': u'negative_crowdflower', u'_id': u'4a579307e9690935d576bc41f17ab490'}
{u'isTweet': u'', u'conll': u'283 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \nactivesupport . . \n4 . . \n1 . . \n5 . . \nlib . . \nactive . . \nsupport . . \ncore . . \next . . \nobject . . \ninstance . . \nvariables . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'283 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/activesupport -4.1 .5 /lib/active_support/core_ext/object/instance_variables.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:16:53.279717', u'random': 0.08049877958873497, u'sentence_type': u'negative_crowdflower', u'_id': u'2e24917fafdea91c86fe47d71d55fbc7'}
{u'isTweet': u'', u'conll': u'to . . \nso . . \nthat . . \nto . . \nuse . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'to so that to use .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:16:53.522374', u'random': 0.9602710985304697, u'sentence_type': u'negative_crowdflower', u'_id': u'b0a222d9e146991fc90ac57d1966722b'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n28 . . \nChecking . . \nfor . . \nfile . . \ndev . . \nida . . \ninet . . \nsl2new . . \nc . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:28] Checking for file '/dev/ida/.inet/sl2new.c' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:16:56.581026', u'random': 0.8013394121203777, u'sentence_type': u'negative_crowdflower', u'_id': u'21b2d9b4ddacc7744f666e62914f962b'}
{u'isTweet': u'', u'conll': u'For . . \nfurther . . \ninformation . . \nplease . . \ncontact . . \nus . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'For further information please contact us .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:17:17.534083', u'random': 0.6303996116817344, u'sentence_type': u'negative_crowdflower', u'_id': u'364f5493295702010be0f40586319eca'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n48 . . \nChecking . . \nfor . . \nfile . . \nlib . . \nsecurity . . \nconfig . . \nssh . . \nssh . . \nhost . . \nkey . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:48] Checking for file '/lib/security/.config/ssh/ssh_host_key' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:17:22.144764', u'random': 0.8578279500009854, u'sentence_type': u'negative_crowdflower', u'_id': u'e1f44f5766e0724accf3e18bfd60108a'}
{u'isTweet': u'', u'conll': u'one . . \nof . . \nthe . . \nis . . \nto . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'one of the is to .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:17:25.184528', u'random': 0.9473849479903721, u'sentence_type': u'negative_crowdflower', u'_id': u'6f828e0413f50d6db31c532c4b894b39'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n49 . . \nChecking . . \nfor . . \nfile . . \ndev . . \nptyq . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:49] Checking for file '/dev/ptyq' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:17:25.305152', u'random': 0.6108940403590327, u'sentence_type': u'negative_crowdflower', u'_id': u'0bb86390ca476ae013669db849d125f3'}
{u'isTweet': u'', u'conll': u'xml . . \nDESCRIPTION . . \nDEFER . . \n1 . . \nDEFER . . \nDATE . . \n02 . . \n16 . . \n2006 . . \nDATE . . \nISSUE . . \nISSUE . . \nGUID . . \n6820FE57 . . \n0725 . . \n9294 . . \nED62 . . \n282342EEF549 . . \nDESCRIPTION . . \nSpywarePrivacy . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'xml</DESCRIPTION> <DEFER>-1</DEFER> <DATE>02/16/2006</DATE> </ISSUE> - <ISSUE GUID=6820FE57-0725-9294-ED62-282342EEF549> <DESCRIPTION>SpywarePrivacy.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:17:58.922381', u'random': 0.8705450280418299, u'sentence_type': u'negative_crowdflower', u'_id': u'db020d7bdc79510d248800cc8cc7def2'}
{u'isTweet': u'', u'conll': u'420 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \nactivesupport . . \n4 . . \n1 . . \n5 . . \nlib . . \nactive . . \nsupport . . \ncore . . \next . . \nmodule . . \nattr . . \ninternal . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'420 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/activesupport -4.1 .5 /lib/active_support/core_ext/module/attr_internal.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:17:59.043773', u'random': 0.7512460308083264, u'sentence_type': u'negative_crowdflower', u'_id': u'14a0b9a123e8425e30adc434541b9191'}
{u'isTweet': u'', u'conll': u'And . . \nnot . . \njust . . \nby . . \nRussia . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'And not just by Russia .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:18:03.836911', u'random': 0.4211358862788267, u'sentence_type': u'negative_crowdflower', u'_id': u'63dd9bc1000ca9de21ed44b191bb2a7a'}
{u'isTweet': u'', u'conll': u'xml . . \nDESCRIPTION . . \nDEFER . . \n1 . . \nDEFER . . \nDATE . . \n02 . . \n16 . . \n2006 . . \nDATE . . \nISSUE . . \nISSUE . . \nGUID . . \n1562EF23 . . \n9718 . . \n9FE3 . . \n953E . . \n2874E9984E9F . . \nDESCRIPTION . . \nSpywareAdvertizing . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'xml</DESCRIPTION> <DEFER>-1</DEFER> <DATE>02/16/2006</DATE> </ISSUE> - <ISSUE GUID=1562EF23-9718-9FE3-953E-2874E9984E9F> <DESCRIPTION>SpywareAdvertizing.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:18:08.088510', u'random': 0.744931701232768, u'sentence_type': u'negative_crowdflower', u'_id': u'43322af57e71cb1a7455940ed602d258'}
{u'isTweet': u'', u'conll': u'xml . . \nDESCRIPTION . . \nDEFER . . \n1 . . \nDEFER . . \nDATE . . \n02 . . \n16 . . \n2006 . . \nDATE . . \nISSUE . . \nISSUE . . \nGUID . . \n8CE7A874 . . \n52BC . . \n4852 . . \n977D . . \n8962DB0BDC8D . . \nDESCRIPTION . . \nNAVVerGood . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'xml</DESCRIPTION> <DEFER>-1</DEFER> <DATE>02/16/2006</DATE> </ISSUE> - <ISSUE GUID=8CE7A874-52BC-4852-977D-8962DB0BDC8D> <DESCRIPTION>NAVVerGood.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:18:23.842463', u'random': 0.746463122423053, u'sentence_type': u'negative_crowdflower', u'_id': u'284b43e14ff491b548c73d7bad7d6cb3'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n13 . . \n06 . . \nChecking . . \nfor . . \nfile . . \nusr . . \ninclude . . \ngpm2 . . \nh . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:13:06] Checking for file '/usr/include/gpm2.h' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:19:09.436899', u'random': 0.23890813617770945, u'sentence_type': u'negative_crowdflower', u'_id': u'bf546101aa92d7c55ee7c58b38bbbcd0'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n20 . . \nChecking . . \nfor . . \nfile . . \nvar . . \nrun . . \ndica . . \nxl . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:20] Checking for file '/var/run/...dica/xl' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:19:10.045844', u'random': 0.06168710809460198, u'sentence_type': u'negative_crowdflower', u'_id': u'42b4c56df680446128da77cdeadab859'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n42 . . \nChecking . . \nfor . . \nfile . . \nvar . . \nlog . . \nssh . . \nold . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:42] Checking for file '/var/log/ssh/old' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:19:17.843358', u'random': 0.3169795574451465, u'sentence_type': u'negative_crowdflower', u'_id': u'1c0c771f01c7ae6b99e67451d86c4555'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n32 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nlib . . \nuconf . . \ninv . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:32] Checking for file '/usr/lib/.../uconf.inv' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:19:28.938968', u'random': 0.24115062658557163, u'sentence_type': u'negative_crowdflower', u'_id': u'c34b2379379f91193c7ab61d2b23a236'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n22 . . \nChecking . . \nfor . . \nfile . . \nlib . . \nsecurity . . \nconfig . . \npatcher . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:22] Checking for file '/lib/security/.config/patcher' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:19:47.462815', u'random': 0.3477660516232821, u'sentence_type': u'negative_crowdflower', u'_id': u'5baf65cf1fbeef9e983569b2f6910e8a'}
{u'isTweet': u'', u'conll': u'352 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \narel . . \n5 . . \n0 . . \n1 . . \n20140414130214 . . \nlib . . \narel . . \ntree . . \nmanager . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'352 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/arel -5.0 .1 .20140414130214 /lib/arel/tree_manager.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:19:47.584994', u'random': 0.6870042804717391, u'sentence_type': u'negative_crowdflower', u'_id': u'52292a53309f2b5dafb982157d02c4b9'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n58 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nman . . \nman1 . . \nxxxxxxbin . . \nls . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:58] Checking for file '/usr/man/man1/xxxxxxbin/ls' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:19:56.034651', u'random': 0.42168916408707835, u'sentence_type': u'negative_crowdflower', u'_id': u'e0899941759ca91ca88121c05babcf58'}
{u'isTweet': u'', u'conll': u'For . . \nmore . . \ninformation . . \nvisit . . \nwww . . \nvaultpos . . \ncom . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'For more information visit www.vaultpos.com .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:19:59.344911', u'random': 0.34949484319993984, u'sentence_type': u'negative_crowdflower', u'_id': u'74407c735aebce620d1b3832afc1351d'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n19 . . \nChecking . . \nfor . . \nfile . . \nvar . . \nlib . . \ngames . . \nsrc . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:19] Checking for file '/var/lib/games/.src' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:20:01.671435', u'random': 0.2909998772269542, u'sentence_type': u'negative_crowdflower', u'_id': u'4f735a9024c6abf8052197d2a246eda7'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n52 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nshare . . \ncharbd2 . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:52] Checking for file '/usr/share/.../charbd2' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:20:12.915863', u'random': 0.1345947497450677, u'sentence_type': u'negative_crowdflower', u'_id': u'a2225f874b0882db4320e4af64506383'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n26 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nlib . . \nvold . . \nnsdap . . \nfindkit . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:26] Checking for file '/usr/lib/vold/nsdap/findkit' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:20:14.399333', u'random': 0.31823667137767964, u'sentence_type': u'negative_crowdflower', u'_id': u'eb42e086f33df81a47f5308e35dae83a'}
{u'isTweet': u'', u'conll': u'A . . \nprogram . . \nof . . \nthe . . \ncomputer . . \nvirus . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'A program of the computer virus .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:20:25.549872', u'random': 0.43021437497505033, u'sentence_type': u'negative_crowdflower', u'_id': u'f1daa501009a4fad21e342dcb6a16f5a'}
{u'isTweet': u'', u'conll': u'Open . . \nthe . . \nStart . . \nmenu . . \nand . . \nlaunch . . \nRun . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'Open the Start menu and launch Run .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:20:29.144069', u'random': 0.5717951600689154, u'sentence_type': u'negative_crowdflower', u'_id': u'21706cf08566d08158c221b2886548b9'}
{u'isTweet': u'', u'conll': u'563 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \nactionview . . \n4 . . \n1 . . \n5 . . \nlib . . \naction . . \nview . . \nhelpers . . \ndebug . . \nhelper . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'563 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/actionview -4.1 .5 /lib/action_view/helpers/debug_helper.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:20:30.249356', u'random': 0.6827762301636767, u'sentence_type': u'negative_crowdflower', u'_id': u'22bd331fdeb4d9bf709b361d4873b602'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n26 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nbin . . \nmc68020 . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:26] Checking for file '/usr/bin/mc68020' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:20:34.449281', u'random': 0.3104833058328359, u'sentence_type': u'negative_crowdflower', u'_id': u'34bca674ac47cd6d33ccfa78d7a5d612'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n51 . . \nChecking . . \nfor . . \nfile . . \ndev . . \nida . . \ninet . . \nlinsniffer . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:51] Checking for file '/dev/ida/.inet/linsniffer' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:20:38.515242', u'random': 0.06571920773556672, u'sentence_type': u'negative_crowdflower', u'_id': u'a0ec05705410e4acbbbb0024e578c856'}
{u'isTweet': u'', u'conll': u'349 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \narel . . \n5 . . \n0 . . \n1 . . \n20140414130214 . . \nlib . . \narel . . \nvisitors . . \nibm . . \ndb . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'349 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/arel -5.0 .1 .20140414130214 /lib/arel/visitors/ibm_db.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:20:44.768956', u'random': 0.2705729064602803, u'sentence_type': u'negative_crowdflower', u'_id': u'94e55f1681b6c8e8ce3192d71e6d18eb'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n44 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nlib . . \nfx . . \nrandom . . \nd . . \n2 . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:44] Checking for file '/usr/lib/.fx/random_d.2' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:20:48.551165', u'random': 0.8684772793523307, u'sentence_type': u'negative_crowdflower', u'_id': u'7c761c7cbc870f5535f7768d44f519bd'}
{u'isTweet': u'', u'conll': u' . . \n16 . . \n12 . . \n44 . . \nChecking . . \nfor . . \nfile . . \ndev . . \nida . . \ninet . . \npid . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[16:12:44] Checking for file '/dev/ida/.inet/pid' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:07.626058', u'random': 0.6155453997821072, u'sentence_type': u'negative_crowdflower', u'_id': u'c95d9ad43c5c524467a0929e7388ada5'}
{u'isTweet': u'', u'conll': u'576 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \nactivesupport . . \n4 . . \n1 . . \n5 . . \nlib . . \nactive . . \nsupport . . \nnumber . . \nhelper . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'576 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/activesupport -4.1 .5 /lib/active_support/number_helper.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:07.871696', u'random': 0.6968216898737569, u'sentence_type': u'negative_crowdflower', u'_id': u'd189f2529f7eb87c6a94dc89bb44ef7b'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n28 . . \nChecking . . \nfor . . \nfile . . \ndev . . \ntux . . \nbackup . . \nnetstat . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:28] Checking for file '/dev/tux/backup/netstat' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:17.599307', u'random': 0.08348537357194885, u'sentence_type': u'negative_crowdflower', u'_id': u'07beef62a7b70592485b0e957e27aaa2'}
{u'isTweet': u'', u'conll': u' . . \n19 . . \n44 . . \n28 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nlocal . . \napache . . \ncgi . . \nbin . . \nbecys . . \ncgi . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[19:44:28] Checking for file '/usr/local/apache/cgi-bin/becys.cgi' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:18.104798', u'random': 0.48893266828859805, u'sentence_type': u'negative_crowdflower', u'_id': u'c859acb81d81a8cca91573149f333a87'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n46 . . \nChecking . . \nfor . . \nfile . . \ndev . . \nida . . \ninet . . \ntcp . . \nlog . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:46] Checking for file '/dev/ida/.inet/tcp.log' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:19.820670', u'random': 0.17689865689637463, u'sentence_type': u'negative_crowdflower', u'_id': u'5eca9575b8138384a4fb678dc9271da8'}
{u'isTweet': u'', u'conll': u'260 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \nactivesupport . . \n4 . . \n1 . . \n5 . . \nlib . . \nactive . . \nsupport . . \ncore . . \next . . \ntime . . \nzones . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'260 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/activesupport -4.1 .5 /lib/active_support/core_ext/time/zones.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:27.271961', u'random': 0.24939436939282578, u'sentence_type': u'negative_crowdflower', u'_id': u'29d8430d5e38e5fad29e9e97eebf9d93'}
{u'isTweet': u'', u'conll': u'564 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \nactionview . . \n4 . . \n1 . . \n5 . . \nlib . . \naction . . \nview . . \nhelpers . . \njavascript . . \nhelper . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'564 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/actionview -4.1 .5 /lib/action_view/helpers/javascript_helper.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:31.391157', u'random': 0.2120909104881229, u'sentence_type': u'negative_crowdflower', u'_id': u'0110902ab6bd174ceeeae752c5a7dc3c'}
{u'isTweet': u'', u'conll': u'isset . . \ndata . . \npage . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"isset ( $data [ 'page' ] ) ) ?", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:37.705455', u'random': 0.7917368206967771, u'sentence_type': u'negative_crowdflower', u'_id': u'9a877e4d7e54c9757387fe5b2d87a5bd'}
{u'isTweet': u'', u'conll': u'299 . . \nD . . \nRuby . . \nlib . . \nruby . . \ngems . . \n2 . . \n0 . . \n0 . . \ngems . . \nactivesupport . . \n4 . . \n1 . . \n5 . . \nlib . . \nactive . . \nsupport . . \ncore . . \next . . \nobject . . \nwith . . \noptions . . \nrb . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'299 D:/Ruby/lib/ruby/gems/ 2.0 .0 /gems/activesupport -4.1 .5 /lib/active_support/core_ext/object/with_options.rb.', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:46.867087', u'random': 0.21865528767689635, u'sentence_type': u'negative_crowdflower', u'_id': u'cdc83ffe3f06d240fd4c227e3b9f4408'}
{u'isTweet': u'', u'conll': u'Click . . \nhere . . \nto . . \ndownload . . \nmore . . \nSymantec . . \nresearch . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u'Click here to download more Symantec research .', u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:47.974906', u'random': 0.3325650055899184, u'sentence_type': u'negative_crowdflower', u'_id': u'5c2a09ec8d247900c4efa0e4ffbdafda'}
{u'isTweet': u'', u'conll': u' . . \n08 . . \n18 . . \n43 . . \nChecking . . \nfor . . \nfile . . \nusr . . \nbin . . \ninitrd . . \nNot . . \nfound . . \n. . . \n', u'malware': [], u'uniqMalware': u'', u'docID': u'', u'numMalwareMentions': u'', u'sentence': u"[08:18:43] Checking for file '/usr/bin/initrd' [ Not found ]", u'numUniqueMalware': u'', u'title': u'', u'created': u'2016-03-22T00:21:48.219174', u'random': 0.3980974610006529, u'sentence_type': u'negative_crowdflower', u'_id': u'9de37d4e2064a2277035c64324ecb68d'}
